FRS_FACILITY_DETAIL_REPORT_URL,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_LOCATION,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,FEDERAL_FACILITY_CODE,FEDERAL_AGENCY_NAME,TRIBAL_LAND_CODE,TRIBAL_LAND_NAME,CONGRESSIONAL_DIST_NUM,CENSUS_BLOCK_CODE,HUC_CODE,EPA_REGION_CODE,SITE_TYPE_NAME,LOCATION_DESCRIPTION,CREATE_DATE,UPDATE_DATE,US_MEXICO_BORDER_IND,PGM_SYS_ACRNMS,LATITUDE83,LONGITUDE83,CONVEYOR,COLLECT_DESC,ACCURACY_VALUE,REF_POINT_DESC,HDATUM_DESC,SOURCE_DESC
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110011437702,110011437702,SOUTHWESTERN PUBLIC SERVICE,6TH & TYLER,,AMARILLO,POTTER,48375,TX,TEXAS,UNITED STATES,79101,,,,,13,483750154001080,11120103,06,STATIONARY,,01-MAR-00,03-MAY-15,,"ICIS:6512782, NCDB:I06#1987111619840 1",35.20782,-101.83829,FRS,ADDRESS MATCHING-NEAREST INTERSECTION,200,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110033697872,110033697872,HEB WH200,15103 HUEBNER RD,,SAN ANTONIO,BEXAR,48029,TX,TEXAS,UNITED STATES,78231,,,,,21,480291914054020,12100301,06,STATIONARY,,01-APR-08,21-MAY-15,,"TX-TCEQ ACR:RN102842143, TX-TCEQ ACR:RN105645956",29.57968,-98.54034,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110033963450,110033963450,PROJECT LONESTAR,SE INNER LOOP & E OF BLUE SPRINGS BLVD,,GEORGETOWN,WILLIAMSON,48491,TX,TEXAS,UNITED STATES,78626,,,,,,,,06,STATIONARY,,02-APR-08,30-JAN-09,,TX-TCEQ ACR:RN105094270,,,,,,,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110034283077,110034283077,COUNTRYWIDE SITE DEVELOPMENT,1000 COIT RD,,PLANO,COLLIN,48085,TX,TEXAS,UNITED STATES,750755813,,,,,03,480850318071003,12030105,06,STATIONARY,,17-APR-08,24-DEC-08,,"EIS:21606511, TX-TCEQ ACR:RN105153217, TX-TCEQ ACR:RN105154710",33.0106,-96.76667,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110034312376,110034312376,CORNERSTONE SOUTHWEST DATA CENTER,931 LITSEY RD,,ROANOKE,DENTON,48121,TX,TEXAS,UNITED STATES,762629166,,,,,26,481210203062068,12030104,06,STATIONARY,,17-APR-08,,,TX-TCEQ ACR:RN104523923,33.0079,-97.24497,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110035309476,110035309476,MICROSOFT,5150 ROGERS RD,,SAN ANTONIO,BEXAR COUNTY,48029,TX,TEXAS,UNITED STATES,78251,,,,,20,480291719121000,12100302,06,STATIONARY,,19-APR-08,27-JUL-20,,"CEDRI:CEDRI10003445, TX-TCEQ ACR:RN105295687, TX-TCEQ ACR:RN105579155",29.47897,-98.69541,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110035370504,110035370504,RACKSPACE HOSTING,801 INDUSTRIAL BLVD STE 200,,GRAPEVINE,TARRANT,48439,TX,TEXAS,UNITED STATES,760518635,,,,,24,484391137051014,12030102,06,STATIONARY,,20-APR-08,01-JUN-17,,"AIR:TX0000004843901735, AIRS/AFS:4843901735, TX-TCEQ ACR:RN105226997",32.93054,-97.10471,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043766706,110043766706,HP ENTERPRISES SEVICES,6901 WINDCREST DR,,PLANO,COLLIN,48085,TX,TEXAS,UNITED STATES,75024-4142,,,,,03,480850316581005,12030105,,STATIONARY,,30-AUG-11,28-MAR-14,,RCRAINFO:TXR000080158,33.0727,-96.80503,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110061671944,110061671944,RACKSPACE HOSTING,"801 INDUSTRIAL BLVD., STE 200",,GRAPEVINE,TARRANT,48439,TX,TEXAS,USA,76051,,,,,24,484391137051014,12030102,06,STATIONARY,,30-OCT-14,,,EIS:16626011,32.93054,-97.10471,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064118119,110064118119,LEWISVILLE DATA CENTER,2501 S STATE HIGHWAY 121 BUS,,LEWISVILLE,DENTON,48121,TX,TEXAS,UNITED STATES,75067-4394,,,,,24,481210217331000,12030103,06,STATIONARY,,09-MAY-15,,,"CEDRI:CEDRI10200439, RCRAINFO:TXD000709964",33.007693,-96.993172,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070801654,110070801654,SHARKA,3441 RAILPORT PKWY,,MIDLOTHIAN,ELLIS,48139,TX,TEXAS,UNITED STATES,76065-5333,,,,,06,481390608021024,12030102,06,STATIONARY,,10-JUN-20,,,"AIR:TX0000004813901671, EIS:19128811, RCRAINFO:TXR000085271",32.447971,-97.056184,RCRAINFO,GDT-ADDRESS MATCHING (GEOCODING),,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071163236,110071163236,ALLIANCE SITE,4500 LIKE WAY,,FORT WORTH,TARRANT,48439,TX,TEXAS,UNITED STATES,76177,,,,,,,,06,STATIONARY,,09-DEC-21,,,"AIR:TX0000004843901764, EIS:19129211",,,,,,,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071241271,110071241271,EQUINIX N STEMMONS FREEWAY DALLAS,1950 N STEMMONS FWY STE 1034,,DALLAS,DALLAS,48113,TX,TEXAS,UNITED STATES,75207,,,,,30,481130100001106,12030105,06,STATIONARY,,08-APR-22,,,"AIR:TX0000004811301000, EIS:21604611",32.79974,-96.82027,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071319034,110071319034,META ATX9025,19025 N HEATHERWILDE BLVD BLDG 2,,PFLUGERVILLE,TRAVIS,48453,TX,TEXAS,UNITED STATES,78660-6193,,,,,10,484530018552020,12090301,,STATIONARY,,06-SEP-22,,,RCRAINFO:TXR000085970,30.480516,-97.612875,RCRAINFO,GDT-ADDRESS MATCHING (GEOCODING),,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071854750,110071854750,SDC DFW-VII DATA CENTER PHASE 2,1717 LOOKOUT DRIVE,,GARLAND,DALLAS,48113,TX,TEXAS,UNITED STATES,75044,,,,,03,481130190311013,12030106,06,STATIONARY,,15-OCT-24,,,EIS:21604811,32.982696,-96.666884,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071941623,110071941623,ALAMO MISSION,500 E OVILLA RD,,RED OAK,,TX139,TX,,,75154,,,,,06,481390602063035,12030105,06,STATIONARY,DATA CENTER,05-MAY-25,,,AIR:TX0000004813901674,32.53182,-96.79966,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071955710,110071955710,CENTERSQUARE DFW1,14901 FAA BLVD,,FORT WORTH,TARRANT COUNTY,48439,TX,,,76155,,,,,24,484391065182084,12030102,06,STATIONARY,,12-JUN-25,,,CEDRI:CEDRI10246891,32.83094,-97.04107,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110072043269,110072043269,ALAMO MISSION LLC,500 E OVILLA RD,,RED OAK,ELLIS,48139,TX,TEXAS,UNITED STATES,75154,,,,,06,481390602063035,12030105,,STATIONARY,,25-SEP-25,,,RCRAINFO:TXR000078725,32.53182,-96.79966,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110072060803,110072060803,RIOT CORSICANA,6980 FM 709 S,,CORSICANA,NAVARRO,48349,TX,TEXAS,UNITED STATES,75110-9338,,,,,06,483499710001019,12030108,,STATIONARY,,25-SEP-25,,,RCRAINFO:TXR000087126,31.96471,-96.51074,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110072102038,110072102038,STA1,9999 WESTOVER HILLS BLVD,,SAN ANTONIO,,TX029,TX,,,78251,,,,,20,480291719241009,12100302,06,STATIONARY,DATA CENTER,12-DEC-25,,,AIR:TX0000004802900662,29.46572,-98.68775,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,30,CENTER OF A FACILITY OR STATION,NAD83,
https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110072102068,110072102068,MICROSOFT,5120 ROGERS RD SAN ANTONIO TX 78251,,SAN ANTONIO,,TX029,TX,,,78251,,,,,20,480291719121000,12100302,06,STATIONARY,,12-DEC-25,,,AIR:TX0000004802900724,29.477979,-98.694108,FRS-GEOCODE,ADDRESS MATCHING-HOUSE NUMBER,50,ENTRANCE POINT OF A FACILITY OR STATION,NAD83,
