REGISTRY_ID,PGM_SYS_ACRNM,PGM_SYS_ID,INTEREST_TYPE,NAICS_CODE,PRIMARY_INDICATOR,CODE_DESCRIPTION
110034018943,RCRAINFO,TXD980870356,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034018943,TRIS,78735MTRLN6501W,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034018943,TX-TCEQ ACR,RN102752763,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034018943,RCRAINFO,TXD980870356,TRANSPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034018943,E-GGRT,1010067,GREENHOUSE GAS REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034300968,TX-TCEQ ACR,RN103178430,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034311661,TX-TCEQ ACR,RN102596780,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034885284,ICIS,1800007257,ENFORCEMENT/COMPLIANCE ACTIVITY,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034885284,AIRS/AFS,481136E374,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034885284,TX-TCEQ ACR,RN102050143,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110034922172,TX-TCEQ ACR,RN102919214,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110035067290,TX-TCEQ ACR,RN100715093,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110035264200,TX-TCEQ ACR,RN100554070,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110035404032,RCRAINFO,TXR000022970,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110037854569,TX-TCEQ ACR,RN102067683,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110037854569,RCRAINFO,TXD049038201,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110037908529,TX-TCEQ ACR,RN100558477,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110038314482,TX-TCEQ ACR,RN105485296,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110038314482,TX-TCEQ ACR,RN105726996,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110039511267,AIRS/AFS,4811300846,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110039511267,RCRAINFO,TXR000025437,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110039511267,AIR,TX0000004811300846,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110039515664,RCRAINFO,TXD981907660,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110040936912,EIS,4852311,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110041041324,TRIS,75243RYTHN13510,TRI REPORTER,334413,UNKNOWN,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110041041324,EIS,4852111,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110041041324,AIR,TX0000004811300842,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110041041324,TX-TCEQ ACR,RN100224252,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110041041324,AIRS/AFS,4811300842,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110041041324,RCRAINFO,TXR000022582,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110041042555,EIS,4852611,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110042011168,TRIS,75041NTCDV3414H,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110042011168,RCRAINFO,TXD981050578,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110059673900,RCRAINFO,TXR000081674,SQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110059673900,TRIS,7823WMSSNS833SN,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110061585770,OSHA-OIS,340982032,OSHA ESTABLISHMENT,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064117290,RMP,100000183204,RMP REPORTER,334413,UNKNOWN,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064117290,RCRAINFO,TXR000012898,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064117290,TX-TCEQ ACR,RN100858299,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064117290,TRIS,75091MMCST6800H,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064117307,AIR,TX0000004818100059,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064117307,AIRS/AFS,4818100059,AIR MINOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064117584,RCRAINFO,TXD006287015,VSQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064203598,TRIS,77477TXSNS12201,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110064203598,EIS,3968011,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110069097765,MN-TEMPO,42585,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070059730,EIS,17730311,AIR EMISSIONS CLASSIFICATION UNKNOWN,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070082061,E-GGRT,1010134,GREENHOUSE GAS REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070126452,RCRAINFO,TXR000084087,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070126452,TRIS,7524WQRVTX4331I,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070165138,TX-TCEQ ACR,RN100734169,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070165240,TX-TCEQ ACR,RN101057792,STATE MASTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070296222,OSHA-OIS,342191616,OSHA ESTABLISHMENT,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070334225,OSHA-OIS,341447555,OSHA ESTABLISHMENT,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070338037,OSHA-OIS,341211167,OSHA ESTABLISHMENT,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070339776,OSHA-OIS,341976009,OSHA ESTABLISHMENT,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070362458,TRIS,7500WRCTNT31RID,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070454192,RMP,100000238762,RMP REPORTER,334413,UNKNOWN,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070550479,E-GGRT,1010141,GREENHOUSE GAS REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070755373,EIS,4146511,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110070801624,RCRAINFO,TXR000085228,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071140319,RCRAINFO,TXR000085551,SQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071241344,TRIS,7504WMCRPC1655S,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071277377,RCRAINFO,TXR000086659,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071334322,RCRAINFO,TXR000085932,SQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071432324,RCRAINFO,TXR000086295,SQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071449866,AIR,TX0000004808500212,AIR MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071674366,RCRAINFO,TXR000086438,VSQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071718165,EIS,9114511,AIR EMISSIONS CLASSIFICATION UNKNOWN,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071718578,EIS,4881511,HAZARDOUS AIR POLLUTANT MAJOR,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110071956359,TRIS,7514WCNDNS3SKYB,TRI REPORTER,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110072060799,RCRAINFO,TXR000087122,SQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110072060931,RCRAINFO,TXR000086941,VSQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110072061070,RCRAINFO,TXR000087163,LQG,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
110072061614,RCRAINFO,TXR000087233,UNSPECIFIED UNIVERSE,334413,PRIMARY,SEMICONDUCTOR AND RELATED DEVICE MANUFACTURING.
